Item Code,Description,Item Group
B10002,ACUSTOP CATAPLASMA PLASTER 6'S,POISON
A10069,AMMELTZ YOKO YOKO LESS SMELL 46ML,OTC
A10175,CAP KAKI TIGA POVIDONE IODINE 30ML,WOUND & SURGICAL
A10173,CAP KAKI TIGA LOSYEN KUNING 30ML,WOUND & SURGICAL
A10187,GAUZE SWAB 7.5CM*7.5CM 100'S,WOUND & SURGICAL
A10567,NIXODERM PH 5.5 THERAPEUTIC BAR 100G,PERSONAL CARE
A10386,HANSAPLAST UNIVERSAL 40'S,OTC
A10443,PROTEX BAR SOAP ICY COOL 70G 1S,PERSONAL CARE
A10422,HYDROCYN 250ML,WOUND & SURGICAL
A10340,EYE MO REGULAR 7.5ML,OTC
A11027,KOKOLA BUTTER COOKIES BAR ( MOCHACHINO ) 60G,FOOD & BEVERAGES
A11018,AMMELTZ YOKO YOKO 48ML,OTC
A11218,EYE GLO RELIEF 10ML,OTC
A10739,SALONPAS PATCH 20'S,OTC
A12675,SURYA CIDER VINEGAR + NATURAL HONEY ASSORTED 450ML,FOOD & BEVERAGES
A12609,POCKY DOUBLE CHOCO 39G,FOOD & BEVERAGES
A12610,POCKY STRAWBERRY 38G,FOOD & BEVERAGES
B10380,SINU-C SUSP BLACKCURRANT 100ML,POISON
B10385,SALMODIL / SALMODEX SYRUP 100ML,POISON
B10348,*HOVID INOX 100MG STRIP 4'S,POISON
B10365,FOBANCORT CREAM 5G,POISON
A12320,MH IKO SUGAR FREE OATMEAL PUMPKIN 178G,FOOD & BEVERAGES
A12339,COLIMIX SYRUP 90ML,OTC
A12210,BIOPLAST TRANSPARENT PLASTER 10'S,PERSONAL CARE
V10021,COUNTERPAIN,OTC
A13051,*TLS CHANTIVA 750MG STRIP 10'S,SUPPLEMENT TLS
A13111,TIGER BALM MOSQUITO REPELLANT AEROSOL 120ML,OTC
A13181,ALCON TEARS NATURALE FREE 0.8ML*4VIALS,OTC
A13166,TIGERUS TIGGY ORANGE CHEWABLE 80'S,OTC
A12813,LIVOLIN FORTE STRIP 10'S,OTC
B10593,MONTELUKAST 10MG 10'S,POISON
A13927,ABSORBA AFINA PLUS PANTS (M) 10'S,REHAB & SUPPORT
A14248,RICE STICK ASSORTED FLAVOR 10G,BABY & MOM
A14231,MINSYAM BLACK SEED OIL CAPSULE 20'S,OTC
A14259,CALCIUM CARBONATE 500MG 10S,CONSIGNMENT
A14096,HERBION LINKUS NOVA CHERRY 9'S,FOOD & BEVERAGES
A13604,HURIX'S 600 FLU COUGH SYRUP 60ML,OTC
A13605,HURIX'S KAP SAKIT GIGI & SAKIT KEPALA 6'S,OTC
A13393,3M EARPLUG 1100 PAIR,REHAB & SUPPORT
A13512,KOKOLA RASPBERRY JAM COOKIES 105G,FOOD & BEVERAGES
A14653,NIXODERM HAND & BODY SOAP ( LAVENDER)  100G,PERSONAL CARE
A14470,NASAL STRIPS ADULT 10S,CONSIGNMENT
B10714,GALVUS 50MG 14S,POISON
A14521,LITTLE NUUR TOMYUM PLA WITH RICE 100G,BABY & MOM
A14402,NOVA FLEXTAB TABLET 10'S,SUPPLEMENT NOVA
B10843,BISOCOR 2.5MG 10S ,POISON
A14919,BEYOND FEMININE MONTHLY PATCHES 5S,OTC
A14390,BIOCARE MORINGA 420MG 60S,SUPPLEMENT
B10760,INSUGEN 30/70 3ML 1'S,POISON
A14787,FRANCH SAFFRON BAR SOAP 100G 1S,PERSONAL CARE
A14750,~ACTIZ-GLO TABLET 10S,CONSIGNMENT
A14684,MARGO SOAP BAR  (DAUN SEMAMBU) 100G,PERSONAL CARE
A13282,NURLIFE SEMAMBU MOISTURISING HAND & BODY LOTION 50G,OTC
A13264,FRESHCARE MEDICATED OIL MILD BUBBLE GUM 10ML,OTC
A13590,STREPSILS ORIGINAL 6'S,FOOD & BEVERAGES
A13546,NUR CARE COTTON BALL 100'S,BABY & MOM
A13754,12070 BRAVA ELASTIC TAPE C SHAPE 20'S,REHAB & SUPPORT
A14092,FRANCH MORINGA SOAP 100G 1'S,PERSONAL CARE
A14056,AP FRESNOZ NASAL RINSE STARTER KIT 240ML + 12 SACHET,OTC
B10644,PROGLUTROL G2 2/500MG 10'S,POISON
A14205,VITASEN MULTIVITAMIN + LYSYNE (CHOCOLATE) 30'S,OTC
A12747,SURGIPLUS NON-WOVEN GOWN 1'S,OTC
A12849,MH IKO SUGAR FREE OATMEAL OAT BRAN 178G,FOOD & BEVERAGES
B10430,*GLUCOPHAGE 500MG STRIP 20'S,POISON
A12983,DIFFLAM AB BLACKCURRANT 12'S,FOOD & BEVERAGES
A13139,ELASTIC CREPE BANDAGE 5CM*4.5M,REHAB & SUPPORT
V10011,DR MAMA MASK,OTC
A12611,POCKY CHOCOLATE 40G,FOOD & BEVERAGES
A12466,DIFFLAM AB LEMON 12'S,FOOD & BEVERAGES
A12710,GAUZE SWAB 8PLY 5CM*5CM 100'S,WOUND & SURGICAL
A10712,RINSCAP STERILE WATER FOR IRRIGATION 1000ML,WOUND & SURGICAL
A10816,SOLUWAX 0.5% EAR DROPS 10ML,OTC
A10906,VICKS BABY BALSEM 50G,BABY & MOM
A11232,*FLUIMUCIL A 600MG 2'S,OTC
A11091,COLGATE TP GREAT REG/MINT FLAVOUR 75G,PERSONAL CARE
A10947,*ZENTEL SUSPENSION 10ML,OTC
A10990,GP SUPERCELL / NICOME BATTERY AA 4'S,OTC
A10338,EYE GLO PLUS 10ML,OTC
A10419,*HURIX'S GUMMY STRAWBERRY 10G,FOOD & BEVERAGES
A10255,CREOBIC CREAM 20G,OTC
A10100,ALCOHOL SWAB100'S,WOUND & SURGICAL
A11504,WOODS PEPPERMINT COUGH SYRUP CHILD 50ML,OTC
A11271,HIMALAYA SALT SPORTS CANDY-GINGER LEMON 15G,FOOD & BEVERAGES
A11255,HEMORID STRIP 10'S,OTC
B10151,WINOFEN SUSPENSION 2% ORANGE 100ML,POISON
B10091,*MERCILON STRIP 21'S,POISON
B10092,*MICARDIS 40MG 10S,POISON
A11598,KOKOLA BLACK CHOCO COOKIES 110G,OTC
A11588,ANAS SALMON SOUP RICE PORRIDGE 120G,BABY & MOM
A11967,PANADOL MENSTRUAL 10'S,OTC
A12089,PLASTIC FORCEP 1'S,REHAB & SUPPORT
B10308,ASMIN 4MG 10'S,POISON
A10111,*SMITH&NEPHEW BACTIGRAS 10CM*10CM 1'S,WOUND & SURGICAL
A11805,BRAGG ORG APPLE CIDER VINEGAR 473ML,FOOD & BEVERAGES
A11800,10 GRAINS RING SNACK TOMATO 50GM,FOOD & BEVERAGES
A11624,EYE GLO REGULAR 10ML,OTC
B10051,*DIFFLAM HONEY LEMON STRIP 8'S,POISON
B10152,WINOFEN SUSPENSION 2% STRAWBERRY 100ML,POISON
B10143,SYNFLEX 275MG STRIP 10'S,POISON
B10009,ANAREX STRIP 10'S,POISON
A10067,AMMELTZ YOKO YOKO GOLD 46ML,OTC
A10256,CREOBIC GOLD CREAM 10G,OTC
A10279,DIFFLAM AB HONEY LEMON 12'S,FOOD & BEVERAGES
A10178,CAP KAPAK MINYAK ANGIN 10ML,OTC
A10406,HUNDREDPLAST KOYOK 10'S,OTC
A10383,HANSAPLAST SENSITIVE 20'S,OTC
A10330,SLOAN LINIMENT 70ML,OTC
A10495,LINKUS COUGH SYRUP SF 120ML,OTC
A11099,*CUPLATON 100MG 10'S (DIMETICONE),OTC
A10784,SENSODYNE REPAIR & PROTECT EXTRA FRESH 100G,OTC
A10753,SENSODYNE FRESHMINT 75G,PERSONAL CARE
A12533,WSL MINYAK GAMAT ASLI LANGKAWI 30ML,OTC
A12507,SAFE CARE MEDICATED OIL 10ML,OTC
A12535,HOVID GINKGO 80MG STRIP 10'S,OTC
A12546,WOOD DIFFUSER,OTC
A12588,CLEARBLUE PLUS PREGNANCY TEST (1 MINUTE) RAPID DETECTION 1'S,OTC
A12396,*TLS HYDROCO 15GM 1'S,OTC
A13059,"BIONERV STRIP 10'S (ALPHA LIPOIC ACID+VIT B1,B6,B12)",OTC
A12992,DIFFLAM AB ORANGE BOX 12'S,FOOD & BEVERAGES
A12951,TENA GENTLE CARE WET WIPESN ( L ) 40'S,REHAB & SUPPORT
B10631,NORCOLUT 5MG 10'S,POISON
A14099,PIC INSUPEN NEEDLE 33G*4MM 10'S,MEDICAL DEVICE & SUPPLY
A14178,HIMALAYA WOMEN'S WELLNESS ( SHATAVARI ) 60'S,OTC
B10621,LUSEFI 5MG 10'S,POISON
A13972,EVIN BREASTMILK STORAGE BAG 3.5OZ/ 100ML,BABY & MOM
A13789,TOPSEAL FLEXI TRANSPARENT FILM ROLL 10CM*1M,WOUND & SURGICAL
A13823,~COLD/ HOT PACK,CONSIGNMENT DR HANISAH
A13266,FRESHCARE MEDICATED OIL GREEN TEA 10ML,OTC
A13301,SPRITZER MINERAL WATER 1.25L,FOOD & BEVERAGES
A13480,HEALTHY NATION GET WELL 25G 1'S,SUPPLEMENT TLS
A14688,GLOVEON HYDRATING (S) NITRILE SOOTHE & MOISTURISE  10S,REHAB & SUPPORT
A14689,GLOVEON HYDRATING (M) NITRILE SOOTHE & MOISTURISE 10S,REHAB & SUPPORT
A14691,GLOVEON HYDRATING (XS) NITRILE SOOTHE & MOISTURISE 10S,REHAB & SUPPORT
A14353,NOVA CORDYCEP 200MG 10S,SUPPLEMENT NOVA
A14333,DISCOUNTINUE,CONSIGNMENT
B10778,ZELOMAC 40MG 7S,POISON
A14841,FD KUTU PLASTIC COMB ( 135 ) 1S,PERSONAL CARE
A15095,~O'CARE LOVE REPAIR HAIR SHAMPOO 500ML,PERSONAL CARE
A15119,M. SHIELD ROLL PLASTER 1.25CM*5M 1S,WOUND & SURGICAL
A15060,REMDII PSO-REST CREAM 150ML,OTC
A15055,BEPANTHEN ITCH RELIEF CREAM 20G,PERSONAL CARE
A15145,ACTIVMAX DIABECARE 400GM,SUPPLEMENT NOVA
A15028,EVIN DIGITAL HCG WEEKLY PREGNANCY TEST (3MINUTES),OTC
B10834,AVENEZ SYRUP 0.5MG/ML 60ML,POISON
A15142,HERBION KIDS PLASTER 20S,WOUND & SURGICAL
B10773,GELOXIB-200 10S,POISON
A15026,VITASEN TRIPLE ACTION VITAMIN C ZINC & D3 CHEW 60S,SUPPLEMENT
A14527,NOVA MAS COTEK 250MG 10S,SUPPLEMENT NOVA
A14738,HURIX'S GINSENG PLUS KAPSUL (IMPROVED) 6S,OTC
A14666,VITAHERB MARSHMALLOW 125MG/5ML 100ML,OTC
A14583,SANIDYL 80ML,CONSIGNMENT
A13707,SELUAR SUNAT BUDAK SIZE XL,BABY & MOM
A13607,HURIX'S GAMAT & MADU PLUS DROPS 2.5G (LIME),FOOD & BEVERAGES
A13777,HURIX'S SUGAR FREE LEMON LICORICE 20G,FOOD & BEVERAGES
A14023,PANAFLEX COLD PATCH 5S,OTC
B10442,HOVID AMOXICAP 500MG 10'S,POISON
B10407,PNG CO-AMOXICLAV STRIP 625MG 10'S,POISON
A12820,DISPOSABLE UNDERPAD 5PLY 60CM*90CM 10'S,OTC
A13254,TAISHO PABRON COUGH SYRUP 250MG/5ML,OTC
A12319,MH IKO SUGAR FREE OATMEAL 9 GRAINS 178G,FOOD & BEVERAGES
A10648,PANADOL (1-6) 120MG/5ML 60ML,OTC
A10870,TIGER PLASTER COOL 10CM*7CM 2'S,OTC
A10863,DR. P PREMIUM ADULT WET WIPES ( XL ) 40S,OTC
A11219,EYE MO REGULAR 15ML,OTC
A10934,WINWA NOXWORM SUSPENSION CHOC 10ML,OTC
A10494,LINKUS COUGH SYRUP 120ML,OTC
A10573,NON-WOVEN GAUZE SWAB 5CM*5CM 100'S,WOUND & SURGICAL
A10531,MIIVIO JD-719 BLOOD PRESSURE BP MONITOR,MEDICAL DEVICE & SUPPLY
A10337,EYE GLO MOIST 10ML,OTC
A10385,HANSAPLAST UNIVERSAL WATER RESISTANT 20'S,OTC
A10233,CLEARBLUE DIGITAL PREGNANCY TEST (HOW MANY WEEK) 1'S,OTC
A10116,ELASTIC CREPE BANDAGE 7.5CM*4.5M,REHAB & SUPPORT
A11270,HIMALAYA SALT SPORT CANDY-COOL LEMON 15G,FOOD & BEVERAGES
B10137,*STORVAS C 20MG STRIP 10'S,POISON
B10150,VENTOLIN EVOHALER 100MCG 200D,POISON
A11601,UNECOF SYRUP 100ML,OTC
A11571,PETANI PATI MINYAK GAMAT LANGKAWI 20ML,OTC
B10155,XEPA NOVOMIN BOX 10'S,POISON
B10162,YASMIN BOX 21'S,POISON
B10026,BUSCOPAN 10MG STRIP 20'S,POISON
A11368,NEILMED SINUS RINSE STARTER KIT 10S,OTC
A11359,MUCOSOLVAN LIQUID 30MG/5ML 100ML,OTC
A11422,YOKNESS PRICKLY HEAT HERBAL BATH,BABY & MOM
A11795,ORG HONEY PUFFS CEREALS 200GM,FOOD & BEVERAGES
B10218,*MSD ARCOXIA 120MG PCS 1'S,POISON
A12123,KITSUI BELLOSS FIBER 15G 1S,OTC
A10391,ANAS BEEF SOUP RICE PORRIDGE 120G,BABY & MOM
A10420,HURIX'S TOOTHACHE DROPS 2ML,OTC
A10350,KING CARE WIPES 40'S,OTC
A10910,VICKS VAPORUB 50G,OTC
A10681,*PUREEN BABY WIPES GREEN 100'S,BABY & MOM
A10632,PABRON COUGH 20'S,OTC
A12318,MH IKO SUGAR FREE OATMEAL ORIGINAL 178G,FOOD & BEVERAGES
A12380,POLIDENT EFF TAB 6S,OTC
A12641,PANOFF CLEANSING BAR 100G,PERSONAL CARE
A12759,YUKAZAN ACNE HEALING PATCH BUNNY CHARM 20S,PERSONAL CARE
A13115,PROTEX BAR HERBAL 75G 1S,PERSONAL CARE
V10005,OXXY KIDS,OTC
V10002,DISCONTINUE,OTC
A12837,TUBIFAST RED LINE 3.5CM*1M,WOUND & SURGICAL
A12845,LUX BAR SOAP VELVET TOUCH 70G 1S,OTC
A12991,DIFFLAM AB BLACKCURRANT 6'S,FOOD & BEVERAGES
A13004,HEALTHY NATION R-FLUX 7G (PH ALKALIZING)  1'S,OTC
A14181,OSTEOCAP CAPSULE 10'S,OTC
A14107,LUX BAR SOAP MAGICAL SPELL 70G 1S,PERSONAL CARE
A14093,VITAMODE MAGNESIUM L-THREONATE 500MG 10S,CONSIGNMENT
A14083,VIDA ZERO SPARKLING SPARKLING SALTY LYCHEE 325ML,FOOD & BEVERAGES
A13774,HURIX'S TRAVEL CARE CAPS 6'S,OTC
A13721,EVIN BREASTMILK STORAGE BAG 5OZ/ 150ML,BABY & MOM
A13483,HEALTHY NATION 180 PSL-5 TIGER MILK MUSHROOM 5GM 1'S,SUPPLEMENT TLS
A13265,FRESHCARE MEDICATED OIL CITRUS 10ML,OTC
A13263,FRESHCARE MEDICATED OIL MILD HAPPY CHERRY 10ML,OTC
A13350,YUKAZAN ACNE HEALING PATCH CHAMOMILE 20S,PERSONAL CARE
A13347,FOLEY CATHETER SIZE 14FR,WOUND & SURGICAL
A14662,NOVA SOY ISOFLAVONE 125MG 10S,SUPPLEMENT NOVA
A14645,HURIX GAMAT & MADU PLUS DROPS 2.5G (HERBS),FOOD & BEVERAGES
B10711,HYTRIN 5MG 14'S,POISON
A14472,NOVA TOCO-E SOFTGEL 10S,SUPPLEMENT NOVA
B10807,RABOTIDE 20MG 10S,POISON
A14928,PURE COLLAGEN TRIPEPTIDE 1200MG 30S,SUPPLEMENT
B10780,DOIZ 50MG  10S,POISON
A14920,ORG COCOA PUFFS CEREAL 200G,FOOD & BEVERAGES
A14917,HLP LIFESENZE MECOPRO 60S,OTC
A15131,CILAVIT D 400IU DROPS 10ML,SUPPLEMENT
A15058,WELLCARE OPTIHEALTH SOFTGELS 10S,SUPPLEMENT
A14896,VENAFIX 10S,OTC
A13716,DORAEMON VIT C PASTILLE BLACKCURRANT 40G,FOOD & BEVERAGES
A13717,DORAEMON VIT C PASTILLE ORANGE 40G,FOOD & BEVERAGES
000007,Test variance,CONSIGNMENT
A12208,HIGH ELASTIC BANDAGE 7.5CM*4.5M,REHAB & SUPPORT
A10938,WOODS PEPPERMINT LOZ - ORANGE SACHET 6'S,FOOD & BEVERAGES
A10519,LIVE-WELL MECOMIN 500MG 10'S,OTC
A10581,ONE TOUCH SELECT TEST STRIP 25'S,MEDICAL DEVICE & SUPPLY
A10117,SELF-ADHESIVE BANDAGE 10CM*4.5M,WOUND & SURGICAL
A10052,A-LICES LOTION 60ML,OTC
A10294,DRESSING SET WITH 1 FORCEP,WOUND & SURGICAL
B10307,ASMIN 2MG 10'S,POISON
B10317,*GRISEOFULVIN 500MG STRIP 10'S,POISON
A11999,GKB LACTOBACILLUS PLANTARUM 200MG,OTC
A11802,10 GRAINS RING SNACK ONION 50GM,FOOD & BEVERAGES
B10230,*HOVID CLAMIDE 5MG STRIP 10'S,POISON
A11551,CLOTH WASHABLE FACE MASK TIE ON 1'S,MEDICAL DEVICE & SUPPLY
B10083,HOVID PENGESIC 50MG STRIP 10'S,POISON
A11583,DRESSING SET WITH 3 FORCEPS,WOUND & SURGICAL
A11590,ANAS CHICKEN SOUP RICE PORRIDGE 120G,BABY & MOM
B10046,*DIAMICRON MR 60MG STRIP 15'S,POISON
B10098,NASONEX SCENT-FREE 50MCG 60D,POISON
A11279,HURIX'S COOL INHALER 2ML,OTC
A11267,HIMALAYA NEEM & TURMERIC SOAP BAR 75G,PERSONAL CARE
B10231,*XEPA CAMAZOL 5MG STRIP 10'S,POISON
A11865,NC SILVERGUARD SILVER GEL 150ML,OTC
B10214,SUNWARD BISOL 5MG STRIP 10'S,POISON
B10204,ZOLTEROL SR 100MG STRIP 10'S,POISON
A10201,CERUMOL EAR DROPS 11ML,OTC
A10179,CAP KAPAK MINYAK ANGIN 14ML,OTC
A10738,SALONPAS PATCH 10'S,OTC
A10835,STREPSILS ORANGE VIT C 6'S,FOOD & BEVERAGES
A10829,STERIMAR NASAL SPRAY 50ML,OTC
A12190,RESPICOL BLACK ELDERBERRY PLUS TGM 120ML,OTC
A13105,TLS BARLEANS OMEGA-3 1200MG 30'S,SUPPLEMENT TLS
B10426,METOCLOPRAMIDE 10MG STRIP,POISON
A12781,DISCONTINUED,OTC
A13718,POISE PADS EXTRA LONG PLUS 36CM 10'S,PERSONAL CARE
A13747,PARACIL 120MG/5ML SYP 100ML,OTC
A13645,DR. P VALUE PANTS M 10'S,REHAB & SUPPORT
A13366,3L COOLTOPIA LIME 320ML,FOOD & BEVERAGES
A13295,SELUAR SUNAT BUDAK SIZE L,BABY & MOM
A13931,KORDEL'S BEWELL PEPPERMINT DROP 8'S,FOOD & BEVERAGES
A13790,TOPSEAL HYPOA NONWOVEN DRESSING 10CM*10CM,WOUND & SURGICAL
A13825,M-ZOLE SUSPENSION 10ML,OTC
A14804,ADHWA BUBUR ADHWA TRAVEL PACK 5S 15G,BABY & MOM
A15059,WELLCARE VITAMIN B-COMPLEX TABLET 10S,SUPPLEMENT
A14517,GKB TRIMOR 1S,CONSIGNMENT
A14322,BIOFLOR 250MG 2'S,OTC
A14350,NOVA NATURA-E 400IU 10S,SUPPLEMENT NOVA
A14690,GLOVEON HYDRATING (L) NITRILE SOOTHE & MOISTURISE 10S,REHAB & SUPPORT
A13905,FISHERMAN'S FRIEND CITRUS 25G ( GREEN ),FOOD & BEVERAGES
A14087,APPETON MV21G+ SELENIUM 10'S,OTC
A14090,KPLASS PAIN RELIEF PATCH 2'S,OTC
A13284,DIFFLAM AB ORANGE 6S,FOOD & BEVERAGES
A13442,NICOME/GP LITHIUM BATTERY CR2032 1'S,OTC
A13656,3L COOLTOPIA LYCHEE 320ML,FOOD & BEVERAGES
A13753,12010 BRAVA ADHESIVE REMOVER SPRAY 1'S,WOUND & SURGICAL
A13751,12050 BRAVA PASTE 60GM 1'S,REHAB & SUPPORT
V10019,EYE MO,OTC
A12202,~CHOKI CHOKI CHOCOMILK 50G,OTC
A12433,NEUTROVIS KIDS PREM 4PLY ICE CREAM 10'S,MEDICAL DEVICE & SUPPLY
A12690,WOODS PEPPERMINT LOZ-  BLACKCURRANT 6'S,FOOD & BEVERAGES
A12563,*ZERO DEGREE 4PLY BABY PINK 10'S,MEDICAL DEVICE & SUPPLY
A10845,SURGICAL TAPE 1.25CM CUTTER,REHAB & SUPPORT
A10781,SENOKOT STRIP 20'S,OTC
A10871,TIGER PLASTER WARM 10CM*14CM 2'S,OTC
A10869,TIGER PLASTER COOL 10CM*14CM 2'S,OTC
A10647,*PANADOL SOLUBLE 4'S,OTC
A10937,WOODS PEPPERMINT LOZ - LEMON SACHET 6'S,FOOD & BEVERAGES
A10991,GP SUPERCELL BATTERY AAA 2'S,OTC
A11015,AFRICAN SEA COCONUT DROPS CANDY ORIGINAL 15G (YELLOW PACK),OTC
A10119,SELF-ADHESIVE BANDAGE 5CM*4.5M,OTC
A10348,SATO STONA COOLING GEL PADS2 2S,OTC
B10190,KLORAXIN EYE OINTMENT 5G,POISON
B10260,PROCHLOR 5MG 10'S,POISON
A12145,SABUN TAHARAH,PERSONAL CARE
A12178,*AVEFLON 500MG 10'S,OTC
A11505,WOODS PEPPERMINT LOZ - EXTRA STRONG ORIGINAL 6'S,FOOD & BEVERAGES
B10131,*REMICRON MR 30MG 10'S,POISON
B10027,CAFFOX 10S,POISON
B10257,CONTROLOC 40MG BOX 14'S,POISON
A11876,AROSS/PRIMES SYRINGE 60ML,WOUND & SURGICAL
A10332,ESENTIEL EPSOM SALT 375G,OTC
A10130,*BEROCCA EFF (ORANGE) 15'S,OTC
A10885,STERILE GAUZE 10CM*10CM,WOUND & SURGICAL
A10834,STREPSILS HONEY LEMON 6'S,FOOD & BEVERAGES
A12520,AB-LIFE 15'S,OTC
A12485,HEALTHY NATION NURVI CAPSULE 10S,OTC
A12634,REDOXON TRIPLE ACTION 15'S ORANGE,OTC
V10026,ZENTEL CHEW AND SUSPENSION,OTC
B10462,~ AMLOMED 5MG 10S,CONSIGNMENT
A12817,BC CARE ANPHISCERA ( ANDROGRAPHIS ) CAPSULE 10S,OTC
A12834,ZIVRON TIGER MILK MUSHROOM + CORDYCEPS 10'S,OTC
A13014,*TLS CRAN POWDER 5GM SACHET 1'S,SUPPLEMENT TLS
A13762,12030 BRAVA MOLDABLE RINGS 2MM 10'S,REHAB & SUPPORT
A13691,AROSS NITRILE BLUE GLOVE (S) 10'S,OTC
A13283,DIFFLAM AB HONEY LEMON 6S,FOOD & BEVERAGES
A13293,SELUAR SUNAT BUDAK SIZE S,BABY & MOM
B10507,NATFLU OSELTAMIVIR 75MG STRIP 5'S,POISON
A14089,KPLASS KNEE PAIN RELIEF PATCH 2'S,OTC
A14206,VITASEN C 30 CHEWABLE TABLET 60'S (ORANGE),OTC
A14253,ABSORBA AFINA PLUS PANTS (L) 9'S,REHAB & SUPPORT
A13928,ABSORBA AFINA PLUS PANTS (XL) 8'S,REHAB & SUPPORT
B10611,FUDERM 2% CREAM 5G,POISON
A13443,WINWA KIDZ PCM 250MG/5ML ORANGE 100ML,OTC
A12775,AXCEL PARACETAMOL 250MG (ORANGE) 100ML,OTC
A10832,STREPSILS COOL 6'S,FOOD & BEVERAGES
A10849,SURGICAL TAPE 5CM CUTTER,REHAB & SUPPORT
B10275,PHARMANIAGA CETIRIZINE STRIP 10MG 10'S,POISON
B10004,ADEZIO ORAL SOLUTION 60ML,POISON
B10025,BILAXTEN 20MG STRIP 10'S,POISON
B10071,HOE BEPROSALIC 0.05% OINTMENT 15G,POISON
B10153,XEPA HYDROCORTISONE (XEPACORT) 1% CREAM 15G,POISON
B10006,ALCON NAPHCON A EYE DROP 15ML,POISON
A14916,PUREEN BABY WIPES XL 40S,BABY & MOM
A14879,HEALTHY NATION SACHA INCHI OIL COMPLEX 10S,OTC
A15056,WELLCARE FLEX FORMULA TABLET 10S,SUPPLEMENT
A15057,WELLCARE COQ10 100MG WITH B6 & B12 TABLET 10S,SUPPLEMENT
A14754,ASCENTIA MAGELAX CAPSULE 10S,CONSIGNMENT
A11424,PRIMES CALAMINE LOTION 150ML,BABY & MOM
B10129,*SIMVOR 20MG STRIP 10S,POISON
B10138,*STORVAS C 40MG STRIP 10'S,POISON
B10102,NICOL EYE DROP 5ML,POISON
B10115,ORAL AID LOTION 6ML,POISON
B10021,BENA EXPECTORANT COUGH SYRUP 120ML,POISON
B10261,HOVID GLIMICRON 80MG STRIP 10'S,POISON
B10233,*JARDIANCE 25MG STRIP 10'S,POISON
B10189,*VENCID 40MG STRIP 7'S,POISON
B10201,*CLARINASE STRIP 10'S,POISON
A10860,DR. P PREMIUM PANTS M 9'S,REHAB & SUPPORT
A11211,VIDA VITAMIN C 1000MG SPARKLING ORANGE 325ML,FOOD & BEVERAGES
A11233,FORLAX 10G TWIN PACK 2'S,OTC
A12207,HIGH ELASTIC BANDAGE 10CM*4.5M,REHAB & SUPPORT
A12975,STERILE GAUZE SWAB 7.5CM*7.5CM,WOUND & SURGICAL
A13171,DYNA DYNA-TDS TOOTHACHE DROPS 2ML,OTC
A13206,*TOPSEAL HYPOA FLEX NONWOVEN FILM ROLL 10CM*1M,WOUND & SURGICAL
A13805,ONE TOUCH SELECT PLUS STRIPS 25'S,MEDICAL DEVICE & SUPPLY
A14187,CALCIUM LACTATE  300MG,OTC
B10654,COLDTACT CAPSULE 10'S,POISON
A13964,STERILE URINE BAG 2L,WOUND & SURGICAL
A14025,ENO ORANGE 4.3G PACK 2'S,OTC
A13698,ELASTIC CREPE BANDAGE 15CMX4.5M,REHAB & SUPPORT
A12973,HIGH ELASTIC BANDAGE 5CM*4.5M,OTC
A13021,ENO REGULAR 4.3G TWIN PACK 2'S,OTC
A11209,VIDA VITAMIN C 1000MG SPARKLING BLACKCURRANT 325ML,FOOD & BEVERAGES
A10633,TUMMYGOOD STOMACH COMFORT PATCH 6'S,BABY & MOM
A10426,IBERET FOLIC 500MG 30'S,OTC
A10539,NEUTROVIS KN95 MASK BLACK 20'S,MEDICAL DEVICE & SUPPLY
B10265,BEAGENTA EYE/EAR DROPS 5ML,POISON
A11622,VITAMIN C WITH ZINC 1000MG 10'S,OTC
A14769,SIMCONE 80MG 10S,OTC
A14544,NOVA PROFLEX TABLET 10S,SUPPLEMENT NOVA
A14476,NOVA LIFEFIT GOLD 30S,SUPPLEMENT NOVA
A14465,ECOFREN COFFEE WITH INULIN 20G 1S,CONSIGNMENT
B10668,WINADRYL EXPECTORANT SYRUP 120ML,POISON
A14557,NOVA EPO 1000MG SOFTGEL 10S,SUPPLEMENT NOVA
A14670,MEDISAFE SOLO SAFEETY LANCET 29G/1.5MM 1S,MEDICAL DEVICE & SUPPLY
A15032,PIC OPTISOFT COMFORT STERILE EYE PAD 95*65MM 1S,WOUND & SURGICAL
A11602,AP REFLUXD SUSPENSION 10ML 1S,OTC
B10080,*HOVID DIABETMIN 500MG STRIP 10'S,POISON
B10085,KETOTOP PLASTER 30MG PACK 7'S,POISON
B10142,SUNWARD SUNPROX 275MG 10'S,POISON
A11429,*PUREEN BABY WIPES ORANGE FF 100'S,BABY & MOM
A11430,*PUREEN BABY WIPES BLUE 30'S,BABY & MOM
A11547,^BARAKA 450MG BOX 24'S,OTC
A10577,*NOVOLAX 5MG STRIP 15'S (BISACODYL),OTC
A10127,BECO TABLET 50'S,OTC
A10683,*PUREEN BABY WIPES ORANGE FF 30'S,BABY & MOM
A12945,HUDSON'S JUJUBES HONEY LEMON PACK 8'S,FOOD & BEVERAGES
A12946,HUDSON'S JUJUBES CLASSIC PACK 8'S,FOOD & BEVERAGES
A12824,NOVA SLIMEX 10'S CAPSULES,SUPPLEMENT NOVA
A12441,*NEUTROVIS EXTRA 4PLY MISTY BLUE 10'S,MEDICAL DEVICE & SUPPLY
A12442,*NEUTROVIS EXTRA 4PLY MERLOT 10'S,MEDICAL DEVICE & SUPPLY
